news_id,published_date,country,country_code,bank_exposure_share_pct,geographic_relevance_weight,geo_impact_score,map_impact_level,impact_direction,signed_geo_score,exposure_reason
NEWS_058,2026-08-12,Belgium,BE,13.62,0.2,12.4,LOW,Positive,12.4,Limited cross-border spillover
NEWS_059,2026-08-19,Netherlands,NL,45.4,1.0,54.5,MEDIUM,Mixed,0.0,Direct or broad geographic relevance
NEWS_059,2026-08-19,Germany,DE,22.45,1.0,46.2,MEDIUM,Mixed,0.0,Direct or broad geographic relevance
NEWS_059,2026-08-19,France,FR,18.53,1.0,44.8,MEDIUM,Mixed,0.0,Direct or broad geographic relevance
NEWS_059,2026-08-19,Belgium,BE,13.62,1.0,43.0,MEDIUM,Mixed,0.0,Direct or broad geographic relevance
NEWS_060,2026-08-25,Netherlands,NL,45.4,0.2,13.4,LOW,Positive,13.4,Limited cross-border spillover
NEWS_060,2026-08-25,Germany,DE,22.45,1.0,56.8,MEDIUM,Positive,56.8,Direct or broad geographic relevance
NEWS_060,2026-08-25,France,FR,18.53,0.15,8.3,LOW,Positive,8.3,Limited cross-border spillover
NEWS_060,2026-08-25,Belgium,BE,13.62,0.14,7.4,LOW,Positive,7.4,Limited cross-border spillover
NEWS_061,2026-08-28,Netherlands,NL,45.4,0.15,10.3,LOW,Mixed,0.0,Limited cross-border spillover
NEWS_061,2026-08-28,Germany,DE,22.45,0.15,8.8,LOW,Mixed,0.0,Limited cross-border spillover
NEWS_061,2026-08-28,France,FR,18.53,1.0,56.6,MEDIUM,Mixed,0.0,Direct or broad geographic relevance
NEWS_061,2026-08-28,Belgium,BE,13.62,0.28,15.2,LOW,Mixed,0.0,Meaningful regional spillover
