position_id,issuer,issuer_country,asset_class,rating,accounting_classification,maturity_bucket,scenario_name,scenario_description,rate_shock_bps,credit_spread_shock_bps,total_yield_shock_bps,base_market_value_m,stressed_market_value_m,economic_value_impact_m,market_value_impact_pct,estimated_oci_impact_m,estimated_immediate_pnl_impact_m,accounting_impact_note
TRSY_019,Kingdom of Belgium,Belgium,Sovereign,AA,Amortised Cost,0-2Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,1047.649,1052.776,5.127,0.4894,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_019,Kingdom of Belgium,Belgium,Sovereign,AA,Amortised Cost,0-2Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,0,0,1047.649,1047.649,0.0,0.0,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_019,Kingdom of Belgium,Belgium,Sovereign,AA,Amortised Cost,0-2Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,0,50,1047.649,1042.572,-5.077,-0.4846,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_020,BE Covered Bank A,Belgium,Covered Bond,AAA,Amortised Cost,5-10Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,2589.701,2545.884,-43.817,-1.692,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_020,BE Covered Bank A,Belgium,Covered Bond,AAA,Amortised Cost,5-10Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,2589.701,2502.99,-86.711,-3.3483,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_020,BE Covered Bank A,Belgium,Covered Bond,AAA,Amortised Cost,5-10Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,2589.701,2680.104,90.403,3.4909,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_020,BE Covered Bank A,Belgium,Covered Bond,AAA,Amortised Cost,5-10Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,2589.701,2461.018,-128.683,-4.969,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_020,BE Covered Bank A,Belgium,Covered Bond,AAA,Amortised Cost,5-10Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,2589.701,2379.844,-209.857,-8.1035,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_021,BE Industrial A,Belgium,Corporate Bond,AA,Amortised Cost,2-5Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,1927.373,1909.583,-17.79,-0.923,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_021,BE Industrial A,Belgium,Corporate Bond,AA,Amortised Cost,2-5Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,1927.373,1892.006,-35.367,-1.835,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_021,BE Industrial A,Belgium,Corporate Bond,AA,Amortised Cost,2-5Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,1927.373,1963.593,36.22,1.8792,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_021,BE Industrial A,Belgium,Corporate Bond,AA,Amortised Cost,2-5Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,1927.373,1874.643,-52.73,-2.7358,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_021,BE Industrial A,Belgium,Corporate Bond,AA,Amortised Cost,2-5Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,1927.373,1840.556,-86.817,-4.5044,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_022,DE Pfandbrief Bank A,Germany,Covered Bond,AAA,FVOCI,2-5Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,3759.949,3717.084,-42.865,-1.14,-42.865,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_022,DE Pfandbrief Bank A,Germany,Covered Bond,AAA,FVOCI,2-5Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,3759.949,3674.836,-85.113,-2.2637,-85.113,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_022,DE Pfandbrief Bank A,Germany,Covered Bond,AAA,FVOCI,2-5Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,3759.949,3847.53,87.581,2.3293,87.581,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_022,DE Pfandbrief Bank A,Germany,Covered Bond,AAA,FVOCI,2-5Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,3759.949,3633.204,-126.745,-3.3709,-126.745,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_022,DE Pfandbrief Bank A,Germany,Covered Bond,AAA,FVOCI,2-5Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,3759.949,3551.792,-208.157,-5.5362,-208.157,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_023,FR Energy A,France,Corporate Bond,A,Amortised Cost,2-5Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,4109.576,4072.993,-36.583,-0.8902,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_023,FR Energy A,France,Corporate Bond,A,Amortised Cost,2-5Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,4109.576,4036.841,-72.735,-1.7699,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_023,FR Energy A,France,Corporate Bond,A,Amortised Cost,2-5Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,4109.576,4184.038,74.462,1.8119,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_023,FR Energy A,France,Corporate Bond,A,Amortised Cost,2-5Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,4109.576,4001.121,-108.455,-2.6391,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_023,FR Energy A,France,Corporate Bond,A,Amortised Cost,2-5Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,4109.576,3930.977,-178.599,-4.3459,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_024,Kingdom of Belgium,Belgium,Sovereign,AAA,FVOCI,5-10Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,1692.31,1663.589,-28.721,-1.6971,-28.721,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_024,Kingdom of Belgium,Belgium,Sovereign,AAA,FVOCI,5-10Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,1692.31,1635.475,-56.835,-3.3584,-56.835,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_024,Kingdom of Belgium,Belgium,Sovereign,AAA,FVOCI,5-10Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,1692.31,1751.569,59.259,3.5017,59.259,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_024,Kingdom of Belgium,Belgium,Sovereign,AAA,FVOCI,5-10Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,0,0,1692.31,1692.31,0.0,0.0,0.0,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_024,Kingdom of Belgium,Belgium,Sovereign,AAA,FVOCI,5-10Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,0,50,1692.31,1635.475,-56.835,-3.3584,-56.835,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_025,Kingdom of the Netherlands,Netherlands,Sovereign,AA+,FVOCI,2-5Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,1323.631,1314.293,-9.338,-0.7055,-9.338,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_025,Kingdom of the Netherlands,Netherlands,Sovereign,AA+,FVOCI,2-5Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,1323.631,1305.045,-18.586,-1.4042,-18.586,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_025,Kingdom of the Netherlands,Netherlands,Sovereign,AA+,FVOCI,2-5Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,1323.631,1342.579,18.948,1.4315,18.948,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_025,Kingdom of the Netherlands,Netherlands,Sovereign,AA+,FVOCI,2-5Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,0,0,1323.631,1323.631,0.0,0.0,0.0,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_025,Kingdom of the Netherlands,Netherlands,Sovereign,AA+,FVOCI,2-5Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,0,50,1323.631,1305.045,-18.586,-1.4042,-18.586,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_026,Federal Republic of Germany,Germany,Sovereign,AAA,FVOCI,2-5Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,95.571,94.672,-0.899,-0.9408,-0.899,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_026,Federal Republic of Germany,Germany,Sovereign,AAA,FVOCI,2-5Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,95.571,93.784,-1.787,-1.8702,-1.787,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_026,Federal Republic of Germany,Germany,Sovereign,AAA,FVOCI,2-5Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,95.571,97.402,1.831,1.9159,1.831,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_026,Federal Republic of Germany,Germany,Sovereign,AAA,FVOCI,2-5Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,0,0,95.571,95.571,0.0,0.0,0.0,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_026,Federal Republic of Germany,Germany,Sovereign,AAA,FVOCI,2-5Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,0,50,95.571,93.784,-1.787,-1.8702,-1.787,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_027,Kingdom of the Netherlands,Netherlands,Sovereign,AAA,Amortised Cost,5-10Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,1052.397,1036.307,-16.09,-1.5289,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_027,Kingdom of the Netherlands,Netherlands,Sovereign,AAA,Amortised Cost,5-10Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,1052.397,1020.523,-31.874,-3.0287,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_027,Kingdom of the Netherlands,Netherlands,Sovereign,AAA,Amortised Cost,5-10Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,1052.397,1085.491,33.094,3.1447,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_027,Kingdom of the Netherlands,Netherlands,Sovereign,AAA,Amortised Cost,5-10Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,0,0,1052.397,1052.397,0.0,0.0,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_027,Kingdom of the Netherlands,Netherlands,Sovereign,AAA,Amortised Cost,5-10Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,0,50,1052.397,1020.523,-31.874,-3.0287,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_028,Federal Republic of Germany,Germany,Sovereign,AA,Amortised Cost,5-10Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,2395.265,2357.758,-37.507,-1.5659,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_028,Federal Republic of Germany,Germany,Sovereign,AA,Amortised Cost,5-10Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,2395.265,2320.969,-74.296,-3.1018,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_028,Federal Republic of Germany,Germany,Sovereign,AA,Amortised Cost,5-10Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,2395.265,2472.432,77.167,3.2216,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_028,Federal Republic of Germany,Germany,Sovereign,AA,Amortised Cost,5-10Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,0,0,2395.265,2395.265,0.0,0.0,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_028,Federal Republic of Germany,Germany,Sovereign,AA,Amortised Cost,5-10Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,0,50,2395.265,2320.969,-74.296,-3.1018,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_029,Federal Republic of Germany,Germany,Sovereign,AA+,FVOCI,10Y+,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,3093.945,3017.717,-76.228,-2.4638,-76.228,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_029,Federal Republic of Germany,Germany,Sovereign,AA+,FVOCI,10Y+,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,3093.945,2943.801,-150.144,-4.8528,-150.144,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_029,Federal Republic of Germany,Germany,Sovereign,AA+,FVOCI,10Y+,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,3093.945,3253.338,159.393,5.1518,159.393,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_029,Federal Republic of Germany,Germany,Sovereign,AA+,FVOCI,10Y+,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,0,0,3093.945,3093.945,0.0,0.0,0.0,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_029,Federal Republic of Germany,Germany,Sovereign,AA+,FVOCI,10Y+,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,0,50,3093.945,2943.801,-150.144,-4.8528,-150.144,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_030,Federal Republic of Germany,Germany,Sovereign,AAA,FVOCI,0-2Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,2202.975,2197.614,-5.361,-0.2434,-5.361,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_030,Federal Republic of Germany,Germany,Sovereign,AAA,FVOCI,0-2Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,2202.975,2192.279,-10.696,-0.4855,-10.696,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_030,Federal Republic of Germany,Germany,Sovereign,AAA,FVOCI,0-2Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,2202.975,2213.776,10.801,0.4903,10.801,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_030,Federal Republic of Germany,Germany,Sovereign,AAA,FVOCI,0-2Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,0,0,2202.975,2202.975,0.0,0.0,0.0,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_030,Federal Republic of Germany,Germany,Sovereign,AAA,FVOCI,0-2Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,0,50,2202.975,2192.279,-10.696,-0.4855,-10.696,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_031,Kingdom of the Netherlands,Netherlands,Sovereign,AA,FVOCI,5-10Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,1156.354,1138.479,-17.875,-1.5458,-17.875,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_031,Kingdom of the Netherlands,Netherlands,Sovereign,AA,FVOCI,5-10Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,1156.354,1120.945,-35.409,-3.0621,-35.409,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_031,Kingdom of the Netherlands,Netherlands,Sovereign,AA,FVOCI,5-10Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,1156.354,1193.125,36.771,3.1799,36.771,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_031,Kingdom of the Netherlands,Netherlands,Sovereign,AA,FVOCI,5-10Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,0,0,1156.354,1156.354,0.0,0.0,0.0,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_031,Kingdom of the Netherlands,Netherlands,Sovereign,AA,FVOCI,5-10Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,0,50,1156.354,1120.945,-35.409,-3.0621,-35.409,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_032,NL Utility A,Netherlands,Corporate Bond,AA,FVOCI,0-2Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,1397.982,1394.605,-3.377,-0.2416,-3.377,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_032,NL Utility A,Netherlands,Corporate Bond,AA,FVOCI,0-2Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,1397.982,1391.244,-6.738,-0.482,-6.738,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_032,NL Utility A,Netherlands,Corporate Bond,AA,FVOCI,0-2Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,1397.982,1404.785,6.803,0.4866,6.803,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_032,NL Utility A,Netherlands,Corporate Bond,AA,FVOCI,0-2Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,1397.982,1387.9,-10.082,-0.7212,-10.082,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_032,NL Utility A,Netherlands,Corporate Bond,AA,FVOCI,0-2Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,1397.982,1381.261,-16.721,-1.1961,-16.721,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_033,Flanders Funding Agency,Belgium,Agency/Supranational,AAA,FVOCI,5-10Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,2829.704,2781.338,-48.366,-1.7092,-48.366,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_033,Flanders Funding Agency,Belgium,Agency/Supranational,AAA,FVOCI,5-10Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,2829.704,2733.996,-95.708,-3.3823,-95.708,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_033,Flanders Funding Agency,Belgium,Agency/Supranational,AAA,FVOCI,5-10Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,2829.704,2929.508,99.804,3.527,99.804,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_033,Flanders Funding Agency,Belgium,Agency/Supranational,AAA,FVOCI,5-10Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,2829.704,2687.677,-142.027,-5.0191,-142.027,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_033,Flanders Funding Agency,Belgium,Agency/Supranational,AAA,FVOCI,5-10Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,2829.704,2598.113,-231.591,-8.1843,-231.591,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_034,Federal Republic of Germany,Germany,Sovereign,AAA,FVOCI,2-5Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,1853.549,1832.616,-20.933,-1.1293,-20.933,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_034,Federal Republic of Germany,Germany,Sovereign,AAA,FVOCI,2-5Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,1853.549,1811.984,-41.565,-2.2424,-41.565,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_034,Federal Republic of Germany,Germany,Sovereign,AAA,FVOCI,2-5Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,1853.549,1896.317,42.768,2.3074,42.768,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_034,Federal Republic of Germany,Germany,Sovereign,AAA,FVOCI,2-5Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,0,0,1853.549,1853.549,0.0,0.0,0.0,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_034,Federal Republic of Germany,Germany,Sovereign,AAA,FVOCI,2-5Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,0,50,1853.549,1811.984,-41.565,-2.2424,-41.565,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_035,DE Pfandbrief Bank A,Germany,Covered Bond,AAA,Amortised Cost,5-10Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,1377.834,1356.792,-21.042,-1.5272,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_035,DE Pfandbrief Bank A,Germany,Covered Bond,AAA,Amortised Cost,5-10Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,1377.834,1336.149,-41.685,-3.0254,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_035,DE Pfandbrief Bank A,Germany,Covered Bond,AAA,Amortised Cost,5-10Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,1377.834,1421.113,43.279,3.1411,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_035,DE Pfandbrief Bank A,Germany,Covered Bond,AAA,Amortised Cost,5-10Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,75,75,1377.834,1315.904,-61.93,-4.4947,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_035,DE Pfandbrief Bank A,Germany,Covered Bond,AAA,Amortised Cost,5-10Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,75,125,1377.834,1276.611,-101.223,-7.3465,0.0,0.0,Prototype assumption: market-rate valuation movement is economic value only; no immediate OCI/P&L impact is modelled.
TRSY_036,French Republic,France,Sovereign,AA+,FVOCI,2-5Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,3400.976,3376.861,-24.115,-0.7091,-24.115,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_036,French Republic,France,Sovereign,AA+,FVOCI,2-5Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,3400.976,3352.98,-47.996,-1.4113,-47.996,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_036,French Republic,France,Sovereign,AA+,FVOCI,2-5Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,3400.976,3449.907,48.931,1.4387,48.931,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_036,French Republic,France,Sovereign,AA+,FVOCI,2-5Y,Credit spreads +75bps,Credit spread widening of 75 bps on non-sovereign holdings.,0,0,0,3400.976,3400.976,0.0,0.0,0.0,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_036,French Republic,France,Sovereign,AA+,FVOCI,2-5Y,Rates +50bps & spreads +75bps,Combined higher-rate and credit-spread stress.,50,0,50,3400.976,3352.98,-47.996,-1.4113,-47.996,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_037,EU Utility A,Other EU,Corporate Bond,A,FVOCI,0-2Y,Rates +25bps,Parallel EUR yield-curve increase of 25 bps.,25,0,25,6113.602,6084.83,-28.772,-0.4706,-28.772,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_037,EU Utility A,Other EU,Corporate Bond,A,FVOCI,0-2Y,Rates +50bps,Parallel EUR yield-curve increase of 50 bps.,50,0,50,6113.602,6056.265,-57.337,-0.9379,-57.337,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
TRSY_037,EU Utility A,Other EU,Corporate Bond,A,FVOCI,0-2Y,Rates -50bps,Parallel EUR yield-curve decrease of 50 bps.,-50,0,-50,6113.602,6171.769,58.167,0.9514,58.167,0.0,Prototype assumption: market-value movement is reflected in OCI; no immediate P&L impact is modelled.
