date,country,business_line,product,balance_type,loan_balance_m,deposit_balance_m,interest_rate_pct,ecb_rate_pct,daily_interest_income_m,daily_interest_expense_m,daily_nii_m,stage_1_share_pct,stage_2_share_pct,stage_3_share_pct,rwa_m,deposit_change_1d_m,deposit_change_1d_pct,deposit_change_7d_m,deposit_change_7d_pct,deposit_change_30d_m,deposit_change_30d_pct,anomaly_flag,anomaly_type,source_month_end_date
2026-02-04,France,Private Banking,Lombard Loan,Asset,6271.546882,0.000000,5.072418,3.168902,0.871559,0.000000,0.871559,88.866333,8.371489,2.762177,3439.087843,,,,,,,0,,2026-02-28
2026-02-04,Belgium,Retail,Mortgage,Asset,17606.322064,0.000000,4.032418,3.168902,1.945097,0.000000,1.945097,90.306905,6.992096,2.700999,9370.439983,,,,,,,0,,2026-02-28
2026-02-04,Belgium,Retail,Consumer Loan,Asset,3855.975116,0.000000,6.232418,3.168902,0.658412,0.000000,0.658412,84.569456,12.485886,2.944658,2370.430177,,,,,,,0,,2026-02-28
2026-02-04,Belgium,Corporate,Corporate Loan,Asset,17124.032243,0.000000,4.782418,3.168902,2.243679,0.000000,2.243679,84.047870,12.985321,2.966809,10659.299177,,,,,,,0,,2026-02-28
2026-02-04,Belgium,Private Banking,Lombard Loan,Asset,4267.579958,0.000000,5.032418,3.168902,0.588390,0.000000,0.588390,89.263732,7.990967,2.745301,2333.838212,,,,,,,0,,2026-02-28
2026-02-04,Netherlands,Retail,Savings Deposit,Liability,0.000000,40657.835269,2.829661,3.168902,0.000000,3.151997,-3.151997,,,,0.000000,-48.656418,-0.119530,-159.976083,-0.391927,26.862124,0.066112,0,,2026-02-28
2026-02-04,Netherlands,Retail,Current Account,Liability,0.000000,28849.339422,1.929661,3.168902,0.000000,1.525190,-1.525190,,,,0.000000,-35.330627,-0.122316,-118.848624,-0.410273,2.207431,0.007652,0,,2026-02-28
2026-02-04,Netherlands,Retail,Term Deposit,Liability,0.000000,15291.158109,3.329661,3.168902,0.000000,1.394914,-1.394914,,,,0.000000,-19.268691,-0.125853,-66.681950,-0.434188,-12.151870,-0.079407,0,,2026-02-28
2026-02-04,Netherlands,Corporate,Corporate Current Account,Liability,0.000000,32192.931702,2.229661,3.168902,0.000000,1.966557,-1.966557,,,,0.000000,-39.783610,-0.123426,-135.041199,-0.417722,-5.967428,-0.018533,0,,2026-02-28
2026-02-04,Netherlands,Corporate,Corporate Term Deposit,Liability,0.000000,23334.613089,3.229661,3.168902,0.000000,2.064737,-2.064737,,,,0.000000,-29.706967,-0.127147,-103.842238,-0.443042,-26.511313,-0.113485,0,,2026-02-28
2026-02-04,Netherlands,Private Banking,Private Banking Cash,Liability,0.000000,22881.003256,2.529661,3.168902,0.000000,1.585786,-1.585786,,,,0.000000,-29.434521,-0.128476,-103.936793,-0.452195,-34.268722,-0.149545,0,,2026-02-28
2026-02-04,Germany,Retail,Savings Deposit,Liability,0.000000,19506.611161,2.879661,3.168902,0.000000,1.538971,-1.538971,,,,0.000000,-24.833592,-0.127147,-86.807103,-0.443042,-22.162179,-0.113485,0,,2026-02-28
2026-02-04,Germany,Retail,Current Account,Liability,0.000000,13821.052200,1.979661,3.168902,0.000000,0.749616,-0.749616,,,,0.000000,-18.156073,-0.131193,-65.410593,-0.471039,-31.330295,-0.226173,0,,2026-02-28
2026-02-04,Germany,Retail,Term Deposit,Liability,0.000000,7313.891303,3.379661,3.168902,0.000000,0.677218,-0.677218,,,,0.000000,-9.902621,-0.135212,-36.698848,-0.499264,-25.442806,-0.346664,0,,2026-02-28
2026-02-04,Germany,Corporate,Corporate Current Account,Liability,0.000000,15414.790925,2.279661,3.168902,0.000000,0.962753,-0.962753,,,,0.000000,-20.459931,-0.132553,-74.432670,-0.480545,-41.110452,-0.265985,0,,2026-02-28
2026-02-04,Germany,Corporate,Corporate Term Deposit,Liability,0.000000,11155.073776,3.279661,3.168902,0.000000,1.002325,-1.002325,,,,0.000000,-15.245667,-0.136484,-56.990251,-0.508294,-43.308744,-0.386741,0,,2026-02-28
2026-02-04,Germany,Private Banking,Private Banking Cash,Liability,0.000000,10932.324420,2.579661,3.168902,0.000000,0.772649,-0.772649,,,,0.000000,-15.074677,-0.137701,-56.812282,-0.516986,-46.784367,-0.426122,0,,2026-02-28
2026-02-04,France,Retail,Savings Deposit,Liability,0.000000,15952.863338,2.909661,3.168902,0.000000,1.271710,-1.271710,,,,0.000000,-21.802817,-0.136484,-81.501718,-0.508294,-61.935805,-0.386741,0,,2026-02-28
2026-02-04,France,Retail,Current Account,Liability,0.000000,11285.206867,2.009661,3.168902,0.000000,0.621355,-0.621355,,,,0.000000,-15.812821,-0.139924,-60.474501,-0.533018,-56.853983,-0.501267,0,,2026-02-28
2026-02-04,France,Retail,Term Deposit,Liability,0.000000,5963.560943,3.409661,3.168902,0.000000,0.557088,-0.557088,,,,0.000000,-8.514385,-0.142570,-33.134157,-0.552540,-35.970833,-0.599561,0,,2026-02-28
2026-02-04,France,Corporate,Corporate Current Account,Liability,0.000000,12580.296932,2.309661,3.168902,0.000000,0.796061,-0.796061,,,,0.000000,-17.751586,-0.140907,-68.327854,-0.540200,-67.831555,-0.536297,0,,2026-02-28
2026-02-04,France,Corporate,Corporate Term Deposit,Liability,0.000000,9091.856934,3.309661,3.168902,0.000000,0.824410,-0.824410,,,,0.000000,-13.041137,-0.143232,-50.978154,-0.557575,-57.381333,-0.627171,0,,2026-02-28
2026-02-04,France,Private Banking,Private Banking Cash,Liability,0.000000,8907.012477,2.609661,3.168902,0.000000,0.636830,-0.636830,,,,0.000000,-12.824237,-0.143772,-50.320664,-0.561782,-58.430054,-0.651725,0,,2026-02-28
2026-02-04,Belgium,Retail,Savings Deposit,Liability,0.000000,12360.171517,2.869661,3.168902,0.000000,0.971767,-0.971767,,,,0.000000,-17.729127,-0.143232,-69.303635,-0.557575,-78.008609,-0.627171,0,,2026-02-28
2026-02-04,Belgium,Retail,Current Account,Liability,0.000000,8735.124615,1.969661,3.168902,0.000000,0.471376,-0.471376,,,,0.000000,-12.637406,-0.144464,-49.858937,-0.567547,-60.754739,-0.690718,0,,2026-02-28
2026-02-04,Belgium,Retail,Term Deposit,Liability,0.000000,4613.433472,3.369661,3.168902,0.000000,0.425910,-0.425910,,,,0.000000,-6.675480,-0.144488,-26.409256,-0.569184,-33.514364,-0.721212,0,,2026-02-28
2026-02-04,Belgium,Corporate,Corporate Current Account,Liability,0.000000,9735.271938,2.269661,3.168902,0.000000,0.605364,-0.605364,,,,0.000000,-14.098495,-0.144609,-55.715106,-0.569045,-69.097378,-0.704761,0,,2026-02-28
2026-02-04,Belgium,Corporate,Corporate Term Deposit,Liability,0.000000,7032.932616,3.269661,3.168902,0.000000,0.630008,-0.630008,,,,0.000000,-10.157648,-0.144221,-40.162467,-0.567820,-51.249907,-0.723441,0,,2026-02-28
2026-02-04,Belgium,Private Banking,Private Banking Cash,Liability,0.000000,6889.771737,2.569661,3.168902,0.000000,0.485051,-0.485051,,,,0.000000,-9.923232,-0.143821,-39.184105,-0.565512,-50.079195,-0.721618,0,,2026-02-28
2026-02-05,Netherlands,Retail,Mortgage,Asset,61035.835369,0.000000,4.046019,3.167177,6.765813,0.000000,6.765813,91.350855,5.994155,2.654990,32246.929505,,,,,,,0,,2026-02-28
2026-02-05,Netherlands,Retail,Consumer Loan,Asset,13421.008523,0.000000,6.246019,3.167177,2.296654,0.000000,2.296654,86.432445,10.703848,2.863707,8147.570162,,,,,,,0,,2026-02-28
2026-02-05,Netherlands,Corporate,Corporate Loan,Asset,59675.731920,0.000000,4.796019,3.167177,7.841259,0.000000,7.841259,85.985317,11.132002,2.882681,36666.772147,,,,,,,0,,2026-02-28
2026-02-05,Netherlands,Private Banking,Lombard Loan,Asset,14935.132118,0.000000,5.046019,3.167177,2.064739,0.000000,2.064739,90.456599,6.850463,2.692939,8100.030819,,,,,,,0,,2026-02-28
2026-02-05,Germany,Retail,Mortgage,Asset,31292.439506,0.000000,4.096019,3.167177,3.511628,0.000000,3.511628,90.655322,6.660172,2.684506,16612.498659,,,,,,,0,,2026-02-28
2026-02-05,Germany,Retail,Consumer Loan,Asset,6870.716737,0.000000,6.296019,3.167177,1.185155,0.000000,1.185155,85.190423,11.893164,2.916413,4205.824777,,,,,,,0,,2026-02-28
2026-02-05,Germany,Corporate,Corporate Loan,Asset,30534.126470,0.000000,4.846019,3.167177,4.053944,0.000000,4.053944,84.693614,12.368891,2.937496,18923.394873,,,,,,,0,,2026-02-28
2026-02-05,Germany,Private Banking,Lombard Loan,Asset,7625.301127,0.000000,5.096019,3.167177,1.064621,0.000000,1.064621,89.661704,7.611625,2.726671,4158.244308,,,,,,,0,,2026-02-28
2026-02-05,France,Retail,Mortgage,Asset,25836.378136,0.000000,4.126019,3.167177,2.920586,0.000000,2.920586,89.959790,7.326189,2.714021,13781.903432,,,,,,,0,,2026-02-28
2026-02-05,France,Retail,Consumer Loan,Asset,5663.810165,0.000000,6.326019,3.167177,0.981627,0.000000,0.981627,83.948400,13.082481,2.969120,3495.701143,,,,,,,0,,2026-02-28
2026-02-05,France,Corporate,Corporate Loan,Asset,25158.148781,0.000000,4.876019,3.167177,3.360866,0.000000,3.360866,83.401910,13.605780,2.992310,15725.300372,,,,,,,0,,2026-02-28
2026-02-05,France,Private Banking,Lombard Loan,Asset,6272.297081,0.000000,5.126019,3.167177,0.880874,0.000000,0.880874,88.866810,8.372788,2.760403,3439.078599,,,,,,,0,,2026-02-28
2026-02-05,Belgium,Retail,Mortgage,Asset,17608.519533,0.000000,4.086019,3.167177,1.971199,0.000000,1.971199,90.307556,6.993181,2.699263,9370.454260,,,,,,,0,,2026-02-28
2026-02-05,Belgium,Retail,Consumer Loan,Asset,3856.411388,0.000000,6.286019,3.167177,0.664150,0.000000,0.664150,84.569411,12.487822,2.942766,2370.415115,,,,,,,0,,2026-02-28
2026-02-05,Belgium,Corporate,Corporate Loan,Asset,17125.948875,0.000000,4.836019,3.167177,2.269080,0.000000,2.269080,84.047762,12.987335,2.964903,10659.222016,,,,,,,0,,2026-02-28
2026-02-05,Belgium,Private Banking,Lombard Loan,Asset,4268.095281,0.000000,5.086019,3.167177,0.594729,0.000000,0.594729,89.264257,7.992206,2.743537,2333.833958,,,,,,,0,,2026-02-28
2026-02-05,Netherlands,Retail,Savings Deposit,Liability,0.000000,40610.153731,2.852092,3.167177,0.000000,3.173257,-3.173257,,,,0.000000,-47.681537,-0.117275,-220.111628,-0.539089,-33.661185,-0.082820,0,,2026-02-28
2026-02-05,Netherlands,Retail,Current Account,Liability,0.000000,28814.687882,1.952092,3.167177,0.000000,1.541066,-1.541066,,,,0.000000,-34.651540,-0.120112,-161.623234,-0.557777,-41.265527,-0.143005,0,,2026-02-28
2026-02-05,Netherlands,Retail,Term Deposit,Liability,0.000000,15272.245476,3.352092,3.167177,0.000000,1.402575,-1.402575,,,,0.000000,-18.912633,-0.123683,-89.391831,-0.581916,-35.415496,-0.231358,0,,2026-02-28
2026-02-05,Netherlands,Corporate,Corporate Current Account,Liability,0.000000,32153.399098,2.252092,3.167177,0.000000,1.983902,-1.983902,,,,0.000000,-39.532604,-0.122799,-183.307757,-0.566872,-55.153480,-0.171239,0,,2026-02-28
2026-02-05,Netherlands,Corporate,Corporate Term Deposit,Liability,0.000000,23305.083718,3.252092,3.167177,0.000000,2.076446,-2.076446,,,,0.000000,-29.529371,-0.126548,-138.875158,-0.592371,-62.464446,-0.267313,0,,2026-02-28
2026-02-05,Netherlands,Private Banking,Private Banking Cash,Liability,0.000000,22852.100259,2.552092,3.167177,0.000000,1.597826,-1.597826,,,,0.000000,-28.902997,-0.126319,-137.939458,-0.599997,-69.237248,-0.302065,0,,2026-02-28
2026-02-05,Germany,Retail,Savings Deposit,Liability,0.000000,19482.231017,2.902092,3.167177,0.000000,1.549020,-1.549020,,,,0.000000,-24.380144,-0.124984,-115.787948,-0.590815,-51.912278,-0.265751,0,,2026-02-28
2026-02-05,Germany,Retail,Current Account,Liability,0.000000,13803.217726,2.002092,3.167177,0.000000,0.757132,-0.757132,,,,0.000000,-17.834473,-0.129038,-85.953154,-0.618850,-52.513147,-0.378999,0,,2026-02-28
2026-02-05,Germany,Retail,Term Deposit,Liability,0.000000,7304.160553,3.402092,3.167177,0.000000,0.680806,-0.680806,,,,0.000000,-9.730751,-0.133045,-47.563578,-0.646972,-36.663277,-0.499444,0,,2026-02-28
2026-02-05,Germany,Corporate,Corporate Current Account,Liability,0.000000,15394.449518,2.302092,3.167177,0.000000,0.970944,-0.970944,,,,0.000000,-20.341407,-0.131960,-97.583257,-0.629893,-64.995174,-0.420424,0,,2026-02-28
2026-02-05,Germany,Corporate,Corporate Term Deposit,Liability,0.000000,11139.917188,3.302092,3.167177,0.000000,1.007809,-1.007809,,,,0.000000,-15.156588,-0.135872,-73.728803,-0.657492,-60.586579,-0.540927,0,,2026-02-28
2026-02-05,Germany,Private Banking,Private Banking Cash,Liability,0.000000,10917.509482,2.602092,3.167177,0.000000,0.778311,-0.778311,,,,0.000000,-14.814938,-0.135515,-73.037554,-0.664549,-63.529106,-0.578535,0,,2026-02-28
2026-02-05,France,Retail,Savings Deposit,Liability,0.000000,15931.437312,2.932092,3.167177,0.000000,1.279793,-1.279793,,,,0.000000,-21.426026,-0.134308,-105.190110,-0.655937,-86.395426,-0.539370,0,,2026-02-28
2026-02-05,France,Retail,Current Account,Liability,0.000000,11269.665931,2.032092,3.167177,0.000000,0.627425,-0.627425,,,,0.000000,-15.540936,-0.137711,-77.201992,-0.680382,-74.081376,-0.653059,0,,2026-02-28
2026-02-05,France,Retail,Term Deposit,Liability,0.000000,5955.193869,3.432092,3.167177,0.000000,0.559966,-0.559966,,,,0.000000,-8.367075,-0.140303,-41.951203,-0.699520,-45.001501,-0.750001,0,,2026-02-28
2026-02-05,France,Corporate,Corporate Current Account,Liability,0.000000,12562.850828,2.332092,3.167177,0.000000,0.802677,-0.802677,,,,0.000000,-17.446104,-0.138678,-86.960589,-0.687446,-86.991855,-0.687691,0,,2026-02-28
2026-02-05,France,Corporate,Corporate Term Deposit,Liability,0.000000,9079.042422,3.332092,3.167177,0.000000,0.828828,-0.828828,,,,0.000000,-12.814511,-0.140945,-64.407184,-0.704408,-71.102452,-0.777064,0,,2026-02-28
2026-02-05,France,Private Banking,Private Banking Cash,Liability,0.000000,8894.412321,2.632092,3.167177,0.000000,0.641395,-0.641395,,,,0.000000,-12.600156,-0.141463,-63.463119,-0.708462,-71.822380,-0.801032,0,,2026-02-28
2026-02-05,Belgium,Retail,Savings Deposit,Liability,0.000000,12342.750482,2.892092,3.167177,0.000000,0.977983,-0.977983,,,,0.000000,-17.421035,-0.140945,-87.560093,-0.704408,-96.662157,-0.777064,0,,2026-02-28
2026-02-05,Belgium,Retail,Current Account,Liability,0.000000,8722.711121,1.992092,3.167177,0.000000,0.476067,-0.476067,,,,0.000000,-12.413494,-0.142110,-62.719779,-0.713907,-73.780954,-0.838754,0,,2026-02-28
2026-02-05,Belgium,Retail,Term Deposit,Liability,0.000000,4606.879517,3.392092,3.167177,0.000000,0.428136,-0.428136,,,,0.000000,-6.553955,-0.142062,-33.178748,-0.715050,-40.300023,-0.867193,0,,2026-02-28
2026-02-05,Belgium,Corporate,Corporate Current Account,Liability,0.000000,9721.425320,2.292092,3.167177,0.000000,0.610477,-0.610477,,,,0.000000,-13.846618,-0.142231,-70.032404,-0.715240,-83.550711,-0.852126,0,,2026-02-28
2026-02-05,Belgium,Corporate,Corporate Term Deposit,Liability,0.000000,7022.961812,3.292092,3.167177,0.000000,0.633431,-0.633431,,,,0.000000,-9.970804,-0.141773,-50.470704,-0.713525,-61.544766,-0.868723,0,,2026-02-28
2026-02-05,Belgium,Private Banking,Private Banking Cash,Liability,0.000000,6880.033034,2.592092,3.167177,0.000000,0.488594,-0.488594,,,,0.000000,-9.738703,-0.141350,-49.271518,-0.711060,-60.115958,-0.866206,0,,2026-02-28
2026-02-06,Netherlands,Retail,Mortgage,Asset,61059.806304,0.000000,4.095293,3.164649,6.850898,0.000000,6.850898,91.351632,5.995084,2.653283,32254.608449,,,,,,,0,,2026-02-28
2026-02-06,Netherlands,Retail,Consumer Loan,Asset,13425.891406,0.000000,6.295293,3.164649,2.315614,0.000000,2.315614,86.432627,10.705508,2.861866,8149.301820,,,,,,,0,,2026-02-28
2026-02-06,Netherlands,Corporate,Corporate Loan,Asset,59696.764147,0.000000,4.845293,3.164649,7.924611,0.000000,7.924611,85.985444,11.133728,2.880828,36674.158554,,,,,,,0,,2026-02-28
2026-02-06,Netherlands,Private Banking,Lombard Loan,Asset,14939.630800,0.000000,5.095293,3.164649,2.085529,0.000000,2.085529,90.457268,6.851525,2.691207,8101.223485,,,,,,,0,,2026-02-28
2026-02-06,Germany,Retail,Mortgage,Asset,31302.285014,0.000000,4.145293,3.164649,3.554990,0.000000,3.554990,90.656015,6.661205,2.682780,16615.165254,,,,,,,0,,2026-02-28
2026-02-06,Germany,Retail,Consumer Loan,Asset,6872.598980,0.000000,6.345293,3.164649,1.194758,0.000000,1.194758,85.190453,11.895008,2.914538,4206.344114,,,,,,,0,,2026-02-28
2026-02-06,Germany,Corporate,Corporate Loan,Asset,30542.076598,0.000000,4.895293,3.164649,4.096230,0.000000,4.096230,84.693584,12.370809,2.935607,18925.480551,,,,,,,0,,2026-02-28
2026-02-06,Germany,Private Banking,Lombard Loan,Asset,7626.898020,0.000000,5.145293,3.164649,1.075140,0.000000,1.075140,89.662277,7.612805,2.724918,4158.477195,,,,,,,0,,2026-02-28
2026-02-06,France,Retail,Mortgage,Asset,25842.098191,0.000000,4.175293,3.164649,2.956118,0.000000,2.956118,89.960398,7.327325,2.712276,13782.837513,,,,,,,0,,2026-02-28
2026-02-06,France,Retail,Consumer Loan,Asset,5664.873306,0.000000,6.375293,3.164649,0.989458,0.000000,0.989458,83.948280,13.084509,2.967211,3495.834116,,,,,,,0,,2026-02-28
2026-02-06,France,Corporate,Corporate Loan,Asset,25162.631600,0.000000,4.925293,3.164649,3.395434,0.000000,3.395434,83.401724,13.607890,2.990386,15725.754226,,,,,,,0,,2026-02-28
2026-02-06,France,Private Banking,Lombard Loan,Asset,6273.244779,0.000000,5.175293,3.164649,0.889476,0.000000,0.889476,88.867286,8.374086,2.758628,3439.072495,,,,,,,0,,2026-02-28
2026-02-06,Belgium,Retail,Mortgage,Asset,17611.267632,0.000000,4.135293,3.164649,1.995281,0.000000,1.995281,90.308207,6.994265,2.697528,9370.475050,,,,,,,0,,2026-02-28
2026-02-06,Belgium,Retail,Consumer Loan,Asset,3856.970850,0.000000,6.335293,3.164649,0.669453,0.000000,0.669453,84.569367,12.489759,2.940874,2370.403306,,,,,,,0,,2026-02-28
2026-02-06,Belgium,Corporate,Corporate Loan,Asset,17128.416615,0.000000,4.885293,3.164649,2.292530,0.000000,2.292530,84.047654,12.989349,2.962997,10659.161991,,,,,,,0,,2026-02-28
2026-02-06,Belgium,Private Banking,Lombard Loan,Asset,4268.751938,0.000000,5.135293,3.164649,0.600583,0.000000,0.600583,89.264781,7.993446,2.741773,2333.835630,,,,,,,0,,2026-02-28
2026-02-06,Netherlands,Retail,Savings Deposit,Liability,0.000000,40564.461574,2.872451,3.164649,0.000000,3.192313,-3.192313,,,,0.000000,-45.692157,-0.112514,-276.720828,-0.677553,-91.177467,-0.224268,0,,2026-02-28
2026-02-06,Netherlands,Retail,Current Account,Liability,0.000000,28781.435477,1.972451,3.164649,0.000000,1.555342,-1.555342,,,,0.000000,-33.252406,-0.115401,-201.891523,-0.696578,-82.597034,-0.286159,0,,2026-02-28
2026-02-06,Netherlands,Retail,Term Deposit,Liability,0.000000,15254.070663,3.372451,3.164649,0.000000,1.409414,-1.409414,,,,0.000000,-18.174812,-0.119006,-110.770495,-0.720935,-57.538251,-0.375782,0,,2026-02-28
2026-02-06,Netherlands,Corporate,Corporate Current Account,Liability,0.000000,32113.282512,2.272451,3.164649,0.000000,1.999339,-1.999339,,,,0.000000,-40.116585,-0.124766,-230.917597,-0.713938,-104.088074,-0.323081,0,,2026-02-28
2026-02-06,Netherlands,Corporate,Corporate Term Deposit,Liability,0.000000,23275.127018,3.272451,3.164649,0.000000,2.086759,-2.086759,,,,0.000000,-29.956699,-0.128541,-173.427465,-0.739608,-98.225572,-0.420246,0,,2026-02-28
2026-02-06,Netherlands,Private Banking,Private Banking Cash,Liability,0.000000,22824.300153,2.572451,3.164649,0.000000,1.608614,-1.608614,,,,0.000000,-27.800106,-0.121652,-169.947076,-0.739085,-102.491768,-0.447039,0,,2026-02-28
2026-02-06,Germany,Retail,Savings Deposit,Liability,0.000000,19458.791377,2.922451,3.164649,0.000000,1.558010,-1.558010,,,,0.000000,-23.439640,-0.120313,-143.069295,-0.729876,-80.204139,-0.410482,0,,2026-02-28
2026-02-06,Germany,Retail,Current Account,Liability,0.000000,13786.050045,2.022451,3.164649,0.000000,0.763880,-0.763880,,,,0.000000,-17.167681,-0.124374,-105.288707,-0.757945,-72.656208,-0.524264,0,,2026-02-28
2026-02-06,Germany,Retail,Term Deposit,Liability,0.000000,7294.784389,3.422451,3.164649,0.000000,0.684001,-0.684001,,,,0.000000,-9.376163,-0.128367,-57.788080,-0.785957,-47.329849,-0.644635,0,,2026-02-28
2026-02-06,Germany,Corporate,Corporate Current Account,Liability,0.000000,15373.827293,2.322451,3.164649,0.000000,0.978218,-0.978218,,,,0.000000,-20.622226,-0.133959,-120.411956,-0.777140,-88.743016,-0.573922,0,,2026-02-28
2026-02-06,Germany,Corporate,Corporate Term Deposit,Liability,0.000000,11124.560821,3.322451,3.164649,0.000000,1.012625,-1.012625,,,,0.000000,-15.356367,-0.137850,-90.232114,-0.804581,-77.759732,-0.694140,0,,2026-02-28
2026-02-06,Germany,Private Banking,Private Banking Cash,Liability,0.000000,10903.227434,2.622451,3.164649,0.000000,0.783375,-0.783375,,,,0.000000,-14.282048,-0.130818,-88.304474,-0.803386,-79.442362,-0.723343,0,,2026-02-28
2026-02-06,France,Retail,Savings Deposit,Liability,0.000000,15910.786644,2.952451,3.164649,0.000000,1.287009,-1.287009,,,,0.000000,-20.650668,-0.129622,-127.481022,-0.794855,-109.644277,-0.684403,0,,2026-02-28
2026-02-06,France,Retail,Current Account,Liability,0.000000,11254.678878,2.052451,3.164649,0.000000,0.632868,-0.632868,,,,0.000000,-14.987053,-0.132986,-92.938925,-0.819017,-90.447029,-0.797232,0,,2026-02-28
2026-02-06,France,Retail,Term Deposit,Liability,0.000000,5947.123136,3.452451,3.164649,0.000000,0.562525,-0.562525,,,,0.000000,-8.070732,-0.135524,-50.244003,-0.837768,-53.574474,-0.892804,0,,2026-02-28
2026-02-06,France,Corporate,Corporate Current Account,Liability,0.000000,12546.024578,2.352451,3.164649,0.000000,0.808600,-0.808600,,,,0.000000,-16.826250,-0.133937,-104.488465,-0.825962,-105.189763,-0.831460,0,,2026-02-28
2026-02-06,France,Corporate,Corporate Term Deposit,Liability,0.000000,9066.681750,3.352451,3.164649,0.000000,0.832756,-0.832756,,,,0.000000,-12.360672,-0.136145,-77.036663,-0.842509,-84.124818,-0.919316,0,,2026-02-28
2026-02-06,France,Private Banking,Private Banking Cash,Liability,0.000000,8882.258841,2.652451,3.164649,0.000000,0.645473,-0.645473,,,,0.000000,-12.153480,-0.136642,-75.822041,-0.846409,-84.529329,-0.942693,0,,2026-02-28
2026-02-06,Belgium,Retail,Savings Deposit,Liability,0.000000,12325.946431,2.912451,3.164649,0.000000,0.983527,-0.983527,,,,0.000000,-16.804051,-0.136145,-104.729581,-0.842509,-114.365765,-0.919316,0,,2026-02-28
2026-02-06,Belgium,Retail,Current Account,Liability,0.000000,8710.739830,2.012451,3.164649,0.000000,0.480272,-0.480272,,,,0.000000,-11.971290,-0.137243,-74.811912,-0.851533,-86.133776,-0.979141,0,,2026-02-28
2026-02-06,Belgium,Retail,Term Deposit,Liability,0.000000,4600.562366,3.412451,3.164649,0.000000,0.430115,-0.430115,,,,0.000000,-6.317151,-0.137124,-39.542255,-0.852185,-46.729598,-1.005523,0,,2026-02-28
2026-02-06,Belgium,Corporate,Corporate Current Account,Liability,0.000000,9708.073859,2.312451,3.164649,0.000000,0.615053,-0.615053,,,,0.000000,-13.351461,-0.137341,-83.492913,-0.852702,-97.253083,-0.991839,0,,2026-02-28
2026-02-06,Belgium,Corporate,Corporate Term Deposit,Liability,0.000000,7013.353578,3.312451,3.164649,0.000000,0.636476,-0.636476,,,,0.000000,-9.608235,-0.136812,-60.160137,-0.850499,-71.296808,-1.006356,0,,2026-02-28
2026-02-06,Belgium,Private Banking,Private Banking Cash,Liability,0.000000,6870.650997,2.612451,3.164649,0.000000,0.491760,-0.491760,,,,0.000000,-9.382037,-0.136366,-58.752870,-0.847878,-69.621083,-1.003146,0,,2026-02-28
2026-02-07,Netherlands,Retail,Mortgage,Asset,61084.970856,0.000000,4.139616,3.161360,6.927899,0.000000,6.927899,91.352410,5.996014,2.651576,32262.297721,,,,,,,0,,2026-02-28
2026-02-07,Netherlands,Retail,Consumer Loan,Asset,13431.029874,0.000000,6.339616,3.161360,2.332810,0.000000,2.332810,86.432808,10.707167,2.860025,8151.032007,,,,,,,0,,2026-02-28
2026-02-07,Netherlands,Corporate,Corporate Loan,Asset,59718.924705,0.000000,4.889616,3.161360,8.000071,0.000000,8.000071,85.985571,11.135454,2.878975,36681.533509,,,,,,,0,,2026-02-28
2026-02-07,Netherlands,Private Banking,Lombard Loan,Asset,14944.406865,0.000000,5.139616,3.161360,2.104343,0.000000,2.104343,90.457937,6.852587,2.689476,8102.411041,,,,,,,0,,2026-02-28
2026-02-07,Germany,Retail,Mortgage,Asset,31312.713288,0.000000,4.189616,3.161360,3.594198,0.000000,3.594198,90.656709,6.662238,2.681054,16617.822133,,,,,,,0,,2026-02-28
2026-02-07,Germany,Retail,Consumer Loan,Asset,6874.608608,0.000000,6.389616,3.161360,1.203455,0.000000,1.203455,85.190484,11.896853,2.912663,4206.860706,,,,,,,0,,2026-02-28
2026-02-07,Germany,Corporate,Corporate Loan,Asset,30550.593411,0.000000,4.939616,3.161360,4.134471,0.000000,4.134471,84.693555,12.372727,2.933719,18927.554319,,,,,,,0,,2026-02-28
2026-02-07,Germany,Private Banking,Lombard Loan,Asset,7628.638733,0.000000,5.189616,3.161360,1.084649,0.000000,1.084649,89.662850,7.613986,2.723165,4158.708789,,,,,,,0,,2026-02-28
2026-02-07,France,Retail,Mortgage,Asset,25848.302748,0.000000,4.219616,3.161360,2.988217,0.000000,2.988217,89.961007,7.328461,2.710531,13783.765762,,,,,,,0,,2026-02-28
2026-02-07,France,Retail,Consumer Loan,Asset,5666.044834,0.000000,6.419616,3.161360,0.996543,0.000000,0.996543,83.948160,13.086538,2.965302,3495.966994,,,,,,,0,,2026-02-28
2026-02-07,France,Corporate,Corporate Loan,Asset,25167.600017,0.000000,4.969616,3.161360,3.426666,0.000000,3.426666,83.401538,13.610000,2.988463,15726.210299,,,,,,,0,,2026-02-28
2026-02-07,France,Private Banking,Lombard Loan,Asset,6274.318575,0.000000,5.219616,3.161360,0.897247,0.000000,0.897247,88.867762,8.375384,2.756853,3439.069667,,,,,,,0,,2026-02-28
2026-02-07,Belgium,Retail,Mortgage,Asset,17614.365895,0.000000,4.179616,3.161360,2.017021,0.000000,2.017021,90.308858,6.995349,2.695793,9370.502704,,,,,,,0,,2026-02-28
2026-02-07,Belgium,Retail,Consumer Loan,Asset,3857.609610,0.000000,6.379616,3.161360,0.674248,0.000000,0.674248,84.569322,12.491695,2.938982,2370.394844,,,,,,,0,,2026-02-28
